3.400000000000e+03 -1.665334536938e-15 -1.665334536938e-15 -1.221245327088e-15
3.399329865973e+03 -2.551842070986e-10 -6.028511023715e-14 -3.463823006200e-09
3.398659731946e+03 -2.566509227364e-10 -6.039613253961e-14 -3.483733523879e-09
3.397989597920e+03 -2.581264091361e-10 -6.050715484207e-14 -3.503766166091e-09
3.397319463893e+03 -2.596114434539e-10 -6.084022174946e-14 -3.523923819415e-09
3.396649329866e+03 -2.611055816004e-10 -6.095124405192e-14 -3.544205484651e-09
3.395979195839e+03 -2.626088235758e-10 -6.106226635438e-14 -3.564613271223e-09
3.395309061812e+03 -2.641212804022e-10 -6.128431095931e-14 -3.585147068108e-09
3.394638927786e+03 -2.656431741244e-10 -6.139533326177e-14 -3.605808651663e-09
3.393968793759e+03 -2.671747267868e-10 -6.172840016916e-14 -3.626598132911e-09
3.393298659732e+03 -2.687152722558e-10 -6.183942247162e-14 -3.647516511052e-09
3.392628525705e+03 -2.702658097320e-10 -6.206146707655e-14 -3.668564563242e-09
3.391958391678e+03 -2.718262281931e-10 -6.228351168147e-14 -3.689743843793e-09
3.391288257652e+03 -2.733957504830e-10 -6.239453398393e-14 -3.711054574751e-09
3.390618123625e+03 -2.749752647802e-10 -6.250555628640e-14 -3.732497644293e-09
3.389947989598e+03 -2.765644380176e-10 -6.272760089132e-14 -3.754073829576e-09
3.389277855571e+03 -2.781641583738e-10 -6.306066779871e-14 -3.775784684912e-09
3.388607721544e+03 -2.797729825588e-10 -6.317169010117e-14 -3.797630543367e-09
3.387937587518e+03 -2.813924648848e-10 -6.339373470610e-14 -3.819612404143e-09
3.387267453491e+03 -2.830217171734e-10 -6.350475700856e-14 -3.841731488485e-09
3.386597319464e+03 -2.846612945362e-10 -6.361577931102e-14 -3.863988240482e-09
3.385927185437e+03 -2.863106418616e-10 -6.383782391595e-14 -3.886383659335e-09
3.385257051410e+03 -2.879707583503e-10 -6.405986852087e-14 -3.908919188333e-09
3.384586917383e+03 -2.896409778685e-10 -6.417089082333e-14 -3.931595493611e-09
3.383916783357e+03 -2.913217445055e-10 -6.450395773072e-14 -3.954412797214e-09
3.383246649330e+03 -2.930132803058e-10 -6.472600233565e-14 -3.977373541630e-09
3.382576515303e+03 -2.947150301580e-10 -6.483702463811e-14 -4.000477393795e-09
3.381906381276e+03 -2.964275491735e-10 -6.505906924303e-14 -4.023726019042e-09
3.381236247249e+03 -2.981508373523e-10 -6.528111384796e-14 -4.047119861461e-09
3.380566113223e+03 -2.998850057168e-10 -6.550315845288e-14 -4.070660031275e-09
3.379895979196e+03 -3.016294991554e-10 -6.561418075535e-14 -4.094347971773e-09
3.379225845169e+03 -3.033852058465e-10 -6.583622536027e-14 -4.118184682156e-09
3.378555711142e+03 -3.051525698794e-10 -6.605826996520e-14 -4.142170051402e-09
3.377885577115e+03 -3.069303700087e-10 -6.628031457012e-14 -4.166306633024e-09
3.377215443089e+03 -3.087191613460e-10 -6.639133687258e-14 -4.190593982933e-09
3.376545309062e+03 -3.105193879804e-10 -6.661338147751e-14 -4.215033988508e-09
3.375875175035e+03 -3.123311609343e-10 -6.683542608243e-14 -4.239627759972e-09
3.375205041008e+03 -3.141541471408e-10 -6.705747068736e-14 -4.264376407548e-09
3.374534906981e+03 -3.159884576220e-10 -6.727951529228e-14 -4.289280486347e-09
3.373864772955e+03 -3.178344254451e-10 -6.739053759475e-14 -4.314340884548e-09
3.373194638928e+03 -3.196921616322e-10 -6.761258219967e-14 -4.339559822597e-09
3.372524504901e+03 -3.215612220941e-10 -6.772360450213e-14 -4.364937411516e-09
3.371854370874e+03 -3.234424950094e-10 -6.794564910706e-14 -4.390474539484e-09
3.371184236847e+03 -3.253355362887e-10 -6.816769371198e-14 -4.416172427746e-09
3.370514102821e+03 -3.272402349097e-10 -6.838973831691e-14 -4.442032852658e-09
3.369843968794e+03 -3.291570349617e-10 -6.861178292183e-14 -4.468056369333e-09
3.369173834767e+03 -3.310861584893e-10 -6.883382752676e-14 -4.494244754127e-09
3.368503700740e+03 -3.330272724256e-10 -6.905587213168e-14 -4.520597562951e-09
3.367833566713e+03 -3.349807098374e-10 -6.927791673661e-14 -4.547117682385e-09
3.367163432687e+03 -3.369466927694e-10 -6.938893903907e-14 -4.573805223451e-09
3.366493298660e+03 -3.389248881547e-10 -6.972200594646e-14 -4.600661851484e-09
3.365823164633e+03 -3.409155180378e-10 -6.983302824892e-14 -4.627688343639e-09
3.365153030606e+03 -3.429189154858e-10 -7.005507285385e-14 -4.654885810140e-09
3.364482896579e+03 -3.449350804985e-10 -7.027711745877e-14 -4.682255583255e-09
3.363812762553e+03 -3.469640130760e-10 -7.049916206370e-14 -4.709799328317e-09
3.363142628526e+03 -3.490057132183e-10 -7.072120666862e-14 -4.737517600439e-09
3.362472494499e+03 -3.510604029699e-10 -7.094325127355e-14 -4.765411509844e-09
3.361802360472e+03 -3.531281933533e-10 -7.116529587847e-14 -4.793483054932e-09
3.361132226445e+03 -3.552091953907e-10 -7.138734048340e-14 -4.821732235705e-09
3.360462092418e+03 -3.573028539705e-10 -7.149836278586e-14 -4.850161494652e-09
3.359791958392e+03 -3.594106123828e-10 -7.183142969325e-14 -4.878771941996e-09
3.359121824365e+03 -3.615310273375e-10 -7.194245199571e-14 -4.907563466716e-09
3.358451690338e+03 -3.636655421246e-10 -7.216449660064e-14 -4.936538733347e-09
3.357781556311e+03 -3.658132685658e-10 -7.238654120556e-14 -4.965698963133e-09
3.357111422284e+03 -3.679748727947e-10 -7.260858581049e-14 -4.995044378120e-09
3.356441288258e+03 -3.701502437892e-10 -7.283063041541e-14 -5.024577198753e-09
3.355771154231e+03 -3.723397146160e-10 -7.316369732280e-14 -5.054298202189e-09
3.355101020204e+03 -3.745426191415e-10 -7.327471962526e-14 -5.084209053763e-09
3.354430886177e+03 -3.767601786109e-10 -7.360778653265e-14 -5.114311307786e-09
3.353760752150e+03 -3.789915048458e-10 -7.371880883511e-14 -5.144605852436e-09
3.353090618124e+03 -3.812370419354e-10 -7.394085344004e-14 -5.175093464871e-09
3.352420484097e+03 -3.834971229466e-10 -7.416289804496e-14 -5.205776032469e-09
3.351750350070e+03 -3.857716368572e-10 -7.449596495235e-14 -5.236655997720e-09
3.351080216043e+03 -3.880610277562e-10 -7.471800955727e-14 -5.267733027559e-09
3.350410082016e+03 -3.903647405323e-10 -7.494005416220e-14 -5.299009009363e-09
3.349739947990e+03 -3.926833302970e-10 -7.516209876712e-14 -5.330485830513e-09
3.349069813963e+03 -3.950166860278e-10 -7.527312106959e-14 -5.362164712253e-09
3.348399679936e+03 -3.973650297695e-10 -7.560618797697e-14 -5.394046542762e-09
3.347729545909e+03 -3.997285835666e-10 -7.582823258190e-14 -5.426132876352e-09
3.347059411882e+03 -4.021070143523e-10 -7.605027718682e-14 -5.458425933469e-09
3.346389277856e+03 -4.045008772380e-10 -7.627232179175e-14 -5.490926491269e-09
3.345719143829e+03 -4.069102832460e-10 -7.660538869914e-14 -5.523635548954e-09
3.345049009802e+03 -4.093350103318e-10 -7.671641100160e-14 -5.556555771058e-09
3.344378875775e+03 -4.117757246291e-10 -7.704947790899e-14 -5.589687712693e-09
3.343708741748e+03 -4.142318710265e-10 -7.727152251391e-14 -5.623033261237e-09
3.343038607722e+03 -4.167037825908e-10 -7.749356711884e-14 -5.656593415893e-09
3.342368473695e+03 -4.191919034113e-10 -7.771561172376e-14 -5.690369841993e-09
3.341698339668e+03 -4.216957893988e-10 -7.793765632869e-14 -5.724364759985e-09
3.341028205641e+03 -4.242156625978e-10 -7.815970093361e-14 -5.758578613957e-09
3.340358071614e+03 -4.267521891421e-10 -7.838174553854e-14 -5.793013846400e-09
3.339687937588e+03 -4.293050359649e-10 -7.860379014346e-14 -5.827671900605e-09
3.339017803561e+03 -4.318745361331e-10 -7.893685705085e-14 -5.862554108838e-09
3.338347669534e+03 -4.344604676021e-10 -7.904787935331e-14 -5.897661803367e-09
3.337677535507e+03 -4.370628303718e-10 -7.926992395824e-14 -5.932996982594e-09
3.337007401480e+03 -4.396827346653e-10 -7.960299086562e-14 -5.968560978786e-09
3.336337267453e+03 -4.423190702596e-10 -7.982503547055e-14 -6.004355013189e-09
3.335667133427e+03 -4.449729473777e-10 -8.015810237794e-14 -6.040381972383e-09
3.334996999400e+03 -4.476438109080e-10 -8.038014698286e-14 -6.076642633523e-09
3.334326865373e+03 -4.503319939175e-10 -8.060219158779e-14 -6.113138439900e-09
3.333656731346e+03 -4.530376074285e-10 -8.082423619271e-14 -6.149871611960e-09
3.332986597319e+03 -4.557607624633e-10 -8.104628079764e-14 -6.186843592992e-09
3.332316463293e+03 -4.585017920888e-10 -8.137934770502e-14 -6.224056159354e-09
3.331646329266e+03 -4.612608073273e-10 -8.160139230995e-14 -6.261510976380e-09
3.330976195239e+03 -4.640373640896e-10 -8.182343691487e-14 -6.299210042471e-09
3.330306061212e+03 -4.668323505541e-10 -8.215650382226e-14 -6.337154134783e-09
3.329635927185e+03 -4.696453226316e-10 -8.226752612472e-14 -6.375345806831e-09
3.328965793159e+03 -4.724770574782e-10 -8.260059303211e-14 -6.413786723947e-09
3.328295659132e+03 -4.753268889601e-10 -8.282263763704e-14 -6.452479106578e-09
3.327625525105e+03 -4.781954832112e-10 -8.315570454442e-14 -6.491423953925e-09
3.326955391078e+03 -4.810827292090e-10 -8.337774914935e-14 -6.530623375411e-09
3.326285257051e+03 -4.839889600206e-10 -8.348877145181e-14 -6.570079369439e-09
3.325615123025e+03 -4.869140646235e-10 -8.382183835920e-14 -6.609793046231e-09
3.324944988998e+03 -4.898585981294e-10 -8.415490526659e-14 -6.649767070321e-09
3.324274854971e+03 -4.928223384937e-10 -8.437694987151e-14 -6.690003218068e-09
3.323604720944e+03 -4.958052857162e-10 -8.459899447644e-14 -6.730503265828e-09
3.322934586917e+03 -4.988079949086e-10 -8.482103908136e-14 -6.771268878936e-09
3.322264452891e+03 -5.018303550486e-10 -8.515410598875e-14 -6.812302277837e-09
3.321594318864e+03 -5.048725881807e-10 -8.548717289614e-14 -6.853604461732e-09
3.320924184837e+03 -5.079346943049e-10 -8.570921750106e-14 -6.895178539246e-09
3.320254050810e+03 -5.110171175104e-10 -8.593126210599e-14 -6.937026064691e-09
3.319583916783e+03 -5.141197467751e-10 -8.626432901337e-14 -6.979149591579e-09
3.318913782757e+03 -5.172428041433e-10 -8.648637361830e-14 -7.021549897068e-09
3.318243648730e+03 -5.203864006376e-10 -8.670841822322e-14 -7.064229978759e-09
